data_ora;rad;temperatura;elevazione;;;
2023-03-01 03:27:35.209;3711;40.29;35;;;
2023-03-01 03:27:35.412;3727;40.29;35;;;
2023-03-01 03:27:35.615;3706;40.29;35;;;
2023-03-01 03:27:35.834;3702;40.29;35;;;
2023-03-01 03:27:36.037;3720;40.29;35;;;
2023-03-01 03:27:36.240;3715;40.29;35;;;
2023-03-01 03:27:36.459;3721;40.29;35;;;
2023-03-01 03:27:36.631;3736;40.29;35;;;
2023-03-01 03:27:36.834;3720;40.29;35;;;
2023-03-01 03:27:37.053;3735;40.29;35;;;
2023-03-01 03:27:37.256;3736;40.26;35;;;
2023-03-01 03:27:37.459;3728;40.26;35;;;
2023-03-01 03:27:37.678;3745;40.26;35;;;
2023-03-01 03:27:37.881;3747;40.26;35;;;
2023-03-01 03:27:38.084;3712;40.26;35;;;
2023-03-01 03:27:38.287;3712;40.26;35;;;
2023-03-01 03:27:38.490;3709;40.26;35;;;
2023-03-01 03:27:38.709;3701;40.26;35;;;
2023-03-01 03:27:38.912;3711;40.26;35;;;
2023-03-01 03:27:39.131;3700;40.26;35;;;
2023-03-01 03:27:39.334;3713;40.26;35;;;
2023-03-01 03:27:39.553;3704;40.26;35;;;
2023-03-01 03:27:39.756;3696;40.26;35;;;
2023-03-01 03:27:39.959;3698;40.26;35;;;
2023-03-01 03:27:40.162;3697;40.26;35;;;
2023-03-01 03:27:40.381;3697;40.26;35;;;
2023-03-01 03:27:40.599;3688;40.26;35;;;
2023-03-01 03:27:40.756;3670;40.26;35;;;
2023-03-01 03:27:40.974;3675;40.26;35;;;
2023-03-01 03:27:41.178;3698;40.26;35;;;
2023-03-01 03:27:41.381;3695;40.26;35;;;
2023-03-01 03:27:41.599;3696;40.26;35;;;
2023-03-01 03:27:41.802;3701;40.26;35;;;
2023-03-01 03:27:42.006;3696;40.26;35;;;
2023-03-01 03:27:42.209;3702;40.22;35;;;
2023-03-01 03:27:42.412;3707;40.26;35;;;
2023-03-01 03:27:42.615;3719;40.22;35;;;
2023-03-01 03:27:42.834;3697;40.26;35;;;
2023-03-01 03:27:43.052;3713;40.22;35;;;
2023-03-01 03:27:43.256;3701;40.26;35;;;
2023-03-01 03:27:43.474;3706;40.26;35;;;
2023-03-01 03:27:43.677;3710;40.22;35;;;
2023-03-01 03:27:43.881;3706;40.26;35;;;
2023-03-01 03:27:44.099;3695;40.26;35;;;
2023-03-01 03:27:44.302;3703;40.26;35;;;
2023-03-01 03:27:44.506;3698;40.26;35;;;
2023-03-01 03:27:44.677;3710;40.22;35;;;
2023-03-01 03:27:44.896;3710;40.22;35;;;
2023-03-01 03:27:45.099;3702;40.22;35;;;
2023-03-01 03:27:45.302;3707;40.26;35;;;
2023-03-01 03:27:45.521;3707;40.26;35;;;
2023-03-01 03:27:45.724;3696;40.26;35;;;
2023-03-01 03:27:45.912;3710;40.26;35;;;
2023-03-01 03:27:46.130;3712;40.26;35;;;
2023-03-01 03:27:46.334;3713;40.26;35;;;
2023-03-01 03:27:46.537;3694;40.26;35;;;
2023-03-01 03:27:46.755;3689;40.26;35;;;
2023-03-01 03:27:46.959;3702;40.26;35;;;
2023-03-01 03:27:47.177;3701;40.26;35;;;
